no_ste;no_unit_cond;cd_emp;no_int_clg;dte_hre_crea;dte_hre_modif;aut_modif;typ_unit;qte;cd_lot;no_ext_unit_cond;cd_art;ind_pr_art;des_art_a;nrm_art_a;nrm_art_b;cd_art;des_art_a;ind_pr_art;cd_serie;dte_hre_crea;dte_hre_modif;dte_hre_entree;cpt_bnliv;cpt_bn_liv;no_ligne
1;2169310;ZF;;30/01/2022 09:43;30/01/2022 09:43;CFO;C;8;OF34620;2169310;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;511442;30/01/2022 09:34;30/01/2022 09:34;30/01/2022 09:43;;;102
1;2169310;ZF;;30/01/2022 09:43;30/01/2022 09:43;CFO;C;8;OF34620;2169310;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;511443;30/01/2022 09:35;30/01/2022 09:35;30/01/2022 09:43;;;102
1;2169310;ZF;;30/01/2022 09:43;30/01/2022 09:43;CFO;C;8;OF34620;2169310;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;511444;30/01/2022 09:37;30/01/2022 09:37;30/01/2022 09:43;;;102
1;2169310;ZF;;30/01/2022 09:43;30/01/2022 09:43;CFO;C;8;OF34620;2169310;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;511445;30/01/2022 09:37;30/01/2022 09:37;30/01/2022 09:43;;;102
1;2169310;ZF;;30/01/2022 09:43;30/01/2022 09:43;CFO;C;8;OF34620;2169310;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;511448;30/01/2022 09:43;30/01/2022 09:43;30/01/2022 09:43;;;102
1;2169309;ZF;;30/01/2022 07:37;30/01/2022 07:37;CFO;C;8;OF34627;2169309;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;H;186110;30/01/2022 07:13;30/01/2022 07:13;30/01/2022 07:37;;;104
1;2169309;ZF;;30/01/2022 07:37;30/01/2022 07:37;CFO;C;8;OF34627;2169309;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;H;186111;30/01/2022 07:13;30/01/2022 07:13;30/01/2022 07:37;;;104
1;2169309;ZF;;30/01/2022 07:37;30/01/2022 07:37;CFO;C;8;OF34627;2169309;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;H;186112;30/01/2022 07:28;30/01/2022 07:28;30/01/2022 07:37;;;104
1;2169309;ZF;;30/01/2022 07:37;30/01/2022 07:37;CFO;C;8;OF34627;2169309;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;H;186114;30/01/2022 07:28;30/01/2022 07:28;30/01/2022 07:37;;;104
1;2169309;ZF;;30/01/2022 07:37;30/01/2022 07:37;CFO;C;8;OF34627;2169309;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;H;186113;30/01/2022 07:28;30/01/2022 07:28;30/01/2022 07:37;;;104
1;2169309;ZF;;30/01/2022 07:37;30/01/2022 07:37;CFO;C;8;OF34627;2169309;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;H;186115;30/01/2022 07:29;30/01/2022 07:29;30/01/2022 07:37;;;104
1;2169309;ZF;;30/01/2022 07:37;30/01/2022 07:37;CFO;C;8;OF34627;2169309;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;H;186116;30/01/2022 07:37;30/01/2022 07:37;30/01/2022 07:37;;;104
1;2168842;ZF;;30/01/2022 06:48;30/01/2022 06:48;CFO;C;8;OF34620;2168842;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;511383;30/01/2022 06:47;30/01/2022 06:47;30/01/2022 06:48;;;102
1;2168842;ZF;;30/01/2022 06:48;30/01/2022 06:48;CFO;C;8;OF34620;2168842;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;511382;30/01/2022 06:47;30/01/2022 06:47;30/01/2022 06:48;;;102
1;2168842;ZF;;30/01/2022 06:48;30/01/2022 06:48;CFO;C;8;OF34620;2168842;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;511384;30/01/2022 06:47;30/01/2022 06:47;30/01/2022 06:48;;;102
1;2168842;ZF;;30/01/2022 06:48;30/01/2022 06:48;CFO;C;8;OF34620;2168842;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;511385;30/01/2022 06:48;30/01/2022 06:48;30/01/2022 06:48;;;102
1;2169309;ZF;;30/01/2022 07:37;30/01/2022 07:37;CFO;C;8;OF34627;2169309;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;H;186109;30/01/2022 06:44;30/01/2022 06:44;30/01/2022 07:37;;;104
1;2169306;ZF;;29/01/2022 17:34;29/01/2022 17:34;CFO;C;8;OF34627;2169306;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;H;186103;29/01/2022 17:30;29/01/2022 17:30;29/01/2022 17:34;;;104
1;2169306;ZF;;29/01/2022 17:34;29/01/2022 17:34;CFO;C;8;OF34627;2169306;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;H;186094;29/01/2022 17:30;29/01/2022 17:30;29/01/2022 17:34;;;104
1;2169306;ZF;;29/01/2022 17:34;29/01/2022 17:34;CFO;C;8;OF34627;2169306;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;H;186096;29/01/2022 17:30;29/01/2022 17:30;29/01/2022 17:34;;;104
1;2169306;ZF;;29/01/2022 17:34;29/01/2022 17:34;CFO;C;8;OF34627;2169306;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;H;186095;29/01/2022 17:30;29/01/2022 17:30;29/01/2022 17:34;;;104
1;2169306;ZF;;29/01/2022 17:34;29/01/2022 17:34;CFO;C;8;OF34627;2169306;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;H;186097;29/01/2022 17:30;29/01/2022 17:30;29/01/2022 17:34;;;104
1;2169306;ZF;;29/01/2022 17:34;29/01/2022 17:34;CFO;C;8;OF34627;2169306;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;H;186098;29/01/2022 17:30;29/01/2022 17:30;29/01/2022 17:34;;;104
1;2169306;ZF;;29/01/2022 17:34;29/01/2022 17:34;CFO;C;8;OF34627;2169306;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;H;186099;29/01/2022 17:33;29/01/2022 17:33;29/01/2022 17:34;;;104
1;2169306;ZF;;29/01/2022 17:34;29/01/2022 17:34;CFO;C;8;OF34627;2169306;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;H;186102;29/01/2022 17:34;29/01/2022 17:34;29/01/2022 17:34;;;104
1;2169304;ZF;;30/01/2022 12:17;30/01/2022 12:17;CFO;C;8;OF34621;2169304;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;650478;29/01/2022 08:39;29/01/2022 08:39;30/01/2022 12:17;;;101
1;2169304;ZF;;30/01/2022 12:17;30/01/2022 12:17;CFO;C;8;OF34621;2169304;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;650479;29/01/2022 08:39;29/01/2022 08:39;30/01/2022 12:17;;;101
1;2169304;ZF;;30/01/2022 12:17;30/01/2022 12:17;CFO;C;8;OF34621;2169304;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;650471;29/01/2022 08:40;29/01/2022 08:40;30/01/2022 12:17;;;101
1;2169304;ZF;;30/01/2022 12:17;30/01/2022 12:17;CFO;C;8;OF34621;2169304;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;650485;29/01/2022 13:34;29/01/2022 13:34;30/01/2022 12:17;;;101
1;2169304;ZF;;30/01/2022 12:17;30/01/2022 12:17;CFO;C;8;OF34621;2169304;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;650490;29/01/2022 13:43;29/01/2022 13:43;30/01/2022 12:17;;;101
1;2169305;ZF;;29/01/2022 02:55;29/01/2022 02:55;CFO;C;8;OF34627;2169305;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;H;186089;29/01/2022 02:52;29/01/2022 02:52;29/01/2022 02:55;;;104
1;2169305;ZF;;29/01/2022 02:55;29/01/2022 02:55;CFO;C;8;OF34627;2169305;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;H;186088;29/01/2022 02:52;29/01/2022 02:52;29/01/2022 02:55;;;104
1;2169305;ZF;;29/01/2022 02:55;29/01/2022 02:55;CFO;C;8;OF34627;2169305;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;H;186087;29/01/2022 02:53;29/01/2022 02:53;29/01/2022 02:55;;;104
1;2169305;ZF;;29/01/2022 02:55;29/01/2022 02:55;CFO;C;8;OF34627;2169305;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;H;186083;29/01/2022 02:53;29/01/2022 02:53;29/01/2022 02:55;;;104
1;2169305;ZF;;29/01/2022 02:55;29/01/2022 02:55;CFO;C;8;OF34627;2169305;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;H;186086;29/01/2022 02:53;29/01/2022 02:53;29/01/2022 02:55;;;104
1;2169305;ZF;;29/01/2022 02:55;29/01/2022 02:55;CFO;C;8;OF34627;2169305;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;H;186081;29/01/2022 02:53;29/01/2022 02:53;29/01/2022 02:55;;;104
1;2169305;ZF;;29/01/2022 02:55;29/01/2022 02:55;CFO;C;8;OF34627;2169305;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;H;186090;29/01/2022 02:55;29/01/2022 02:55;29/01/2022 02:55;;;104
1;2169305;ZF;;29/01/2022 02:55;29/01/2022 02:55;CFO;C;8;OF34627;2169305;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;H;186091;29/01/2022 02:55;29/01/2022 02:55;29/01/2022 02:55;;;104
1;2169303;ZF;;29/01/2022 02:44;29/01/2022 02:44;CFO;C;8;OF34621;2169303;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;650462;29/01/2022 02:42;29/01/2022 02:42;29/01/2022 02:44;;;101
1;2169303;ZF;;29/01/2022 02:44;29/01/2022 02:44;CFO;C;8;OF34621;2169303;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;650464;29/01/2022 02:44;29/01/2022 02:44;29/01/2022 02:44;;;101
1;2169300;ZF;;29/01/2022 02:29;29/01/2022 02:29;CFO;C;8;OF34627;2169300;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186077;29/01/2022 02:28;29/01/2022 02:28;29/01/2022 02:29;;;104
1;2169300;ZF;;29/01/2022 02:29;29/01/2022 02:29;CFO;C;8;OF34627;2169300;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186078;29/01/2022 02:29;29/01/2022 02:29;29/01/2022 02:29;;;104
1;2169300;ZF;;29/01/2022 02:29;29/01/2022 02:29;CFO;C;8;OF34627;2169300;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186082;29/01/2022 02:29;29/01/2022 02:29;29/01/2022 02:29;;;104
1;2169300;ZF;;29/01/2022 02:29;29/01/2022 02:29;CFO;C;8;OF34627;2169300;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186084;29/01/2022 02:29;29/01/2022 02:29;29/01/2022 02:29;;;104
1;2169300;ZF;;29/01/2022 02:29;29/01/2022 02:29;CFO;C;8;OF34627;2169300;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186076;29/01/2022 02:29;29/01/2022 02:29;29/01/2022 02:29;;;104
1;2169302;ZF;;29/01/2022 02:18;29/01/2022 02:18;CFO;C;8;OF34621;2169302;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;650455;29/01/2022 02:16;29/01/2022 02:16;29/01/2022 02:18;;;101
1;2169302;ZF;;29/01/2022 02:18;29/01/2022 02:18;CFO;C;8;OF34621;2169302;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;650452;29/01/2022 02:16;29/01/2022 02:16;29/01/2022 02:18;;;101
1;2169302;ZF;;29/01/2022 02:18;29/01/2022 02:18;CFO;C;8;OF34621;2169302;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;650453;29/01/2022 02:16;29/01/2022 02:16;29/01/2022 02:18;;;101
1;2169302;ZF;;29/01/2022 02:18;29/01/2022 02:18;CFO;C;8;OF34621;2169302;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;650451;29/01/2022 02:16;29/01/2022 02:16;29/01/2022 02:18;;;101
1;2169302;ZF;;29/01/2022 02:18;29/01/2022 02:18;CFO;C;8;OF34621;2169302;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;650458;29/01/2022 02:17;29/01/2022 02:17;29/01/2022 02:18;;;101
1;2169302;ZF;;29/01/2022 02:18;29/01/2022 02:18;CFO;C;8;OF34621;2169302;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;650457;29/01/2022 02:17;29/01/2022 02:17;29/01/2022 02:18;;;101
1;2169302;ZF;;29/01/2022 02:18;29/01/2022 02:18;CFO;C;8;OF34621;2169302;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;650456;29/01/2022 02:18;29/01/2022 02:18;29/01/2022 02:18;;;101
1;2169302;ZF;;29/01/2022 02:18;29/01/2022 02:18;CFO;C;8;OF34621;2169302;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;650454;29/01/2022 02:18;29/01/2022 02:18;29/01/2022 02:18;;;101
1;2169296;ZF;;29/01/2022 01:50;29/01/2022 01:50;CFO;C;8;OF34621;2169296;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;650449;29/01/2022 01:47;29/01/2022 01:47;29/01/2022 01:50;;;101
1;2169296;ZF;;29/01/2022 01:50;29/01/2022 01:50;CFO;C;8;OF34621;2169296;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;650450;29/01/2022 01:50;29/01/2022 01:50;29/01/2022 01:50;;;101
1;2169300;ZF;;29/01/2022 02:29;29/01/2022 02:29;CFO;C;8;OF34627;2169300;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186072;29/01/2022 01:47;29/01/2022 01:47;29/01/2022 02:29;;;104
1;2169300;ZF;;29/01/2022 02:29;29/01/2022 02:29;CFO;C;8;OF34627;2169300;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186073;29/01/2022 01:47;29/01/2022 01:47;29/01/2022 02:29;;;104
1;2169300;ZF;;29/01/2022 02:29;29/01/2022 02:29;CFO;C;8;OF34627;2169300;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186074;29/01/2022 01:47;29/01/2022 01:47;29/01/2022 02:29;;;104
1;2169296;ZF;;29/01/2022 01:50;29/01/2022 01:50;CFO;C;8;OF34621;2169296;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;650447;29/01/2022 01:44;29/01/2022 01:44;29/01/2022 01:50;;;101
1;2169296;ZF;;29/01/2022 01:50;29/01/2022 01:50;CFO;C;8;OF34621;2169296;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;650448;29/01/2022 01:46;29/01/2022 01:46;29/01/2022 01:50;;;101
1;2169298;ZF;;29/01/2022 01:42;29/01/2022 01:42;CFO;C;8;OF34627;2169298;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186067;29/01/2022 01:41;29/01/2022 01:41;29/01/2022 01:42;;;104
1;2169298;ZF;;29/01/2022 01:42;29/01/2022 01:42;CFO;C;8;OF34627;2169298;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186068;29/01/2022 01:41;29/01/2022 01:41;29/01/2022 01:42;;;104
1;2169298;ZF;;29/01/2022 01:42;29/01/2022 01:42;CFO;C;8;OF34627;2169298;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186070;29/01/2022 01:42;29/01/2022 01:42;29/01/2022 01:42;;;104
1;2169296;ZF;;29/01/2022 01:50;29/01/2022 01:50;CFO;C;8;OF34621;2169296;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;650443;29/01/2022 01:40;29/01/2022 01:40;29/01/2022 01:50;;;101
1;2169298;ZF;;29/01/2022 01:42;29/01/2022 01:42;CFO;C;8;OF34627;2169298;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186066;29/01/2022 01:39;29/01/2022 01:39;29/01/2022 01:42;;;104
1;2169298;ZF;;29/01/2022 01:42;29/01/2022 01:42;CFO;C;8;OF34627;2169298;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186065;29/01/2022 01:39;29/01/2022 01:39;29/01/2022 01:42;;;104
1;2169296;ZF;;29/01/2022 01:50;29/01/2022 01:50;CFO;C;8;OF34621;2169296;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;650441;29/01/2022 01:38;29/01/2022 01:38;29/01/2022 01:50;;;101
1;2169296;ZF;;29/01/2022 01:50;29/01/2022 01:50;CFO;C;8;OF34621;2169296;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;650442;29/01/2022 01:39;29/01/2022 01:39;29/01/2022 01:50;;;101
1;2169298;ZF;;29/01/2022 01:42;29/01/2022 01:42;CFO;C;8;OF34627;2169298;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186062;29/01/2022 01:22;29/01/2022 01:22;29/01/2022 01:42;;;104
1;2169298;ZF;;29/01/2022 01:42;29/01/2022 01:42;CFO;C;8;OF34627;2169298;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186063;29/01/2022 01:22;29/01/2022 01:22;29/01/2022 01:42;;;104
1;2169298;ZF;;29/01/2022 01:42;29/01/2022 01:42;CFO;C;8;OF34627;2169298;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186064;29/01/2022 01:25;29/01/2022 01:25;29/01/2022 01:42;;;104
1;2169297;ZF;;29/01/2022 01:15;29/01/2022 01:15;CFO;C;8;OF34627;2169297;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186051;29/01/2022 01:03;29/01/2022 01:03;29/01/2022 01:15;;;104
1;2169297;ZF;;29/01/2022 01:15;29/01/2022 01:15;CFO;C;8;OF34627;2169297;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186054;29/01/2022 01:05;29/01/2022 01:05;29/01/2022 01:15;;;104
1;2169297;ZF;;29/01/2022 01:15;29/01/2022 01:15;CFO;C;8;OF34627;2169297;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186055;29/01/2022 01:05;29/01/2022 01:05;29/01/2022 01:15;;;104
1;2169297;ZF;;29/01/2022 01:15;29/01/2022 01:15;CFO;C;8;OF34627;2169297;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186056;29/01/2022 01:10;29/01/2022 01:10;29/01/2022 01:15;;;104
1;2169297;ZF;;29/01/2022 01:15;29/01/2022 01:15;CFO;C;8;OF34627;2169297;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186057;29/01/2022 01:10;29/01/2022 01:10;29/01/2022 01:15;;;104
1;2169297;ZF;;29/01/2022 01:15;29/01/2022 01:15;CFO;C;8;OF34627;2169297;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186058;29/01/2022 01:15;29/01/2022 01:15;29/01/2022 01:15;;;104
1;2169297;ZF;;29/01/2022 01:15;29/01/2022 01:15;CFO;C;8;OF34627;2169297;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186060;29/01/2022 01:15;29/01/2022 01:15;29/01/2022 01:15;;;104
1;2169297;ZF;;29/01/2022 01:15;29/01/2022 01:15;CFO;C;8;OF34627;2169297;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186059;29/01/2022 01:15;29/01/2022 01:15;29/01/2022 01:15;;;104
1;2169295;ZF;;29/01/2022 00:56;29/01/2022 00:56;CFO;C;8;OF34627;2169295;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186048;29/01/2022 00:55;29/01/2022 00:55;29/01/2022 00:56;;;104
1;2169295;ZF;;29/01/2022 00:56;29/01/2022 00:56;CFO;C;8;OF34627;2169295;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186049;29/01/2022 00:55;29/01/2022 00:55;29/01/2022 00:56;;;104
1;2169295;ZF;;29/01/2022 00:56;29/01/2022 00:56;CFO;C;8;OF34627;2169295;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186050;29/01/2022 00:56;29/01/2022 00:56;29/01/2022 00:56;;;104
1;2169296;ZF;;29/01/2022 01:50;29/01/2022 01:50;CFO;C;8;OF34621;2169296;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;650440;29/01/2022 00:55;29/01/2022 00:55;29/01/2022 01:50;;;101
1;2169295;ZF;;29/01/2022 00:56;29/01/2022 00:56;CFO;C;8;OF34627;2169295;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186044;29/01/2022 00:52;29/01/2022 00:52;29/01/2022 00:56;;;104
1;2169295;ZF;;29/01/2022 00:56;29/01/2022 00:56;CFO;C;8;OF34627;2169295;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186045;29/01/2022 00:52;29/01/2022 00:52;29/01/2022 00:56;;;104
1;2169295;ZF;;29/01/2022 00:56;29/01/2022 00:56;CFO;C;8;OF34627;2169295;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;186043;29/01/2022 00:52;29/01/2022 00:52;29/01/2022 00:56;;;104
