no_ste;no_unit_cond;cd_emp;no_int_clg;dte_hre_crea;dte_hre_modif;aut_modif;typ_unit;qte;cd_lot;no_ext_unit_cond;cd_art;ind_pr_art;des_art_a;nrm_art_a;nrm_art_b;cd_art;des_art_a;ind_pr_art;cd_serie;dte_hre_crea;dte_hre_modif;dte_hre_entree;cpt_bnliv;cpt_bn_liv;no_ligne
1;2168715;CADILLA;;26/01/2022 16:17;26/01/2022 16:17;CFO;C;8;OF34627;2168715;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184967;26/01/2022 16:15;26/01/2022 16:15;26/01/2022 16:17;;;104
1;2168715;CADILLA;;26/01/2022 16:17;26/01/2022 16:17;CFO;C;8;OF34627;2168715;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184969;26/01/2022 16:15;26/01/2022 16:15;26/01/2022 16:17;;;104
1;2168715;CADILLA;;26/01/2022 16:17;26/01/2022 16:17;CFO;C;8;OF34627;2168715;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184972;26/01/2022 16:17;26/01/2022 16:17;26/01/2022 16:17;;;104
1;2168715;CADILLA;;26/01/2022 16:17;26/01/2022 16:17;CFO;C;8;OF34627;2168715;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184971;26/01/2022 16:17;26/01/2022 16:17;26/01/2022 16:17;;;104
1;2168714;ZF;457561;26/01/2022 16:22;27/01/2022 11:09;FAI;C;8;OF34621;2168714;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;649503;26/01/2022 16:06;26/01/2022 16:06;26/01/2022 16:22;;70094;101
1;2168714;ZF;457561;26/01/2022 16:22;27/01/2022 11:09;FAI;C;8;OF34621;2168714;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;649504;26/01/2022 16:09;26/01/2022 16:09;26/01/2022 16:22;;70094;101
1;2168715;CADILLA;;26/01/2022 16:17;26/01/2022 16:17;CFO;C;8;OF34627;2168715;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184966;26/01/2022 16:05;26/01/2022 16:05;26/01/2022 16:17;;;104
1;2168714;ZF;457561;26/01/2022 16:22;27/01/2022 11:09;FAI;C;8;OF34621;2168714;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;649501;26/01/2022 16:00;26/01/2022 16:00;26/01/2022 16:22;;70094;101
1;2168714;ZF;457561;26/01/2022 16:22;27/01/2022 11:09;FAI;C;8;OF34621;2168714;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;649502;26/01/2022 16:01;26/01/2022 16:01;26/01/2022 16:22;;70094;101
1;2168715;CADILLA;;26/01/2022 16:17;26/01/2022 16:17;CFO;C;8;OF34627;2168715;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184965;26/01/2022 16:00;26/01/2022 16:00;26/01/2022 16:17;;;104
1;2168713;CADILLA;;26/01/2022 15:56;26/01/2022 15:56;CFO;C;8;OF34627;2168713;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184964;26/01/2022 15:56;26/01/2022 15:56;26/01/2022 15:56;;;104
1;2168713;CADILLA;;26/01/2022 15:56;26/01/2022 15:56;CFO;C;8;OF34627;2168713;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184961;26/01/2022 15:56;26/01/2022 15:56;26/01/2022 15:56;;;104
1;2168713;CADILLA;;26/01/2022 15:56;26/01/2022 15:56;CFO;C;8;OF34627;2168713;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184962;26/01/2022 15:56;26/01/2022 15:56;26/01/2022 15:56;;;104
1;2168713;CADILLA;;26/01/2022 15:56;26/01/2022 15:56;CFO;C;8;OF34627;2168713;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184963;26/01/2022 15:56;26/01/2022 15:56;26/01/2022 15:56;;;104
1;2168714;ZF;457561;26/01/2022 16:22;27/01/2022 11:09;FAI;C;8;OF34621;2168714;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;649500;26/01/2022 15:53;26/01/2022 15:53;26/01/2022 16:22;;70094;101
1;2168709;ZF;457560;26/01/2022 15:49;27/01/2022 11:09;FAI;C;8;OF34621;2168709;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;649499;26/01/2022 15:49;26/01/2022 15:49;26/01/2022 15:49;;70094;101
1;2168713;CADILLA;;26/01/2022 15:56;26/01/2022 15:56;CFO;C;8;OF34627;2168713;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184959;26/01/2022 15:46;26/01/2022 15:46;26/01/2022 15:56;;;104
1;2168713;CADILLA;;26/01/2022 15:56;26/01/2022 15:56;CFO;C;8;OF34627;2168713;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184960;26/01/2022 15:46;26/01/2022 15:46;26/01/2022 15:56;;;104
1;2168709;ZF;457560;26/01/2022 15:49;27/01/2022 11:09;FAI;C;8;OF34621;2168709;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;649497;26/01/2022 15:41;26/01/2022 15:41;26/01/2022 15:49;;70094;101
1;2168709;ZF;457560;26/01/2022 15:49;27/01/2022 11:09;FAI;C;8;OF34621;2168709;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;649498;26/01/2022 15:44;26/01/2022 15:44;26/01/2022 15:49;;70094;101
1;2168713;CADILLA;;26/01/2022 15:56;26/01/2022 15:56;CFO;C;8;OF34627;2168713;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184957;26/01/2022 15:38;26/01/2022 15:38;26/01/2022 15:56;;;104
1;2168713;CADILLA;;26/01/2022 15:56;26/01/2022 15:56;CFO;C;8;OF34627;2168713;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184958;26/01/2022 15:38;26/01/2022 15:38;26/01/2022 15:56;;;104
1;2168709;ZF;457560;26/01/2022 15:49;27/01/2022 11:09;FAI;C;8;OF34621;2168709;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;649493;26/01/2022 15:23;26/01/2022 15:23;26/01/2022 15:49;;70094;101
1;2168709;ZF;457560;26/01/2022 15:49;27/01/2022 11:09;FAI;C;8;OF34621;2168709;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;649494;26/01/2022 15:26;26/01/2022 15:26;26/01/2022 15:49;;70094;101
1;2168709;ZF;457560;26/01/2022 15:49;27/01/2022 11:09;FAI;C;8;OF34621;2168709;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;649495;26/01/2022 15:31;26/01/2022 15:31;26/01/2022 15:49;;70094;101
1;2168709;ZF;457560;26/01/2022 15:49;27/01/2022 11:09;FAI;C;8;OF34621;2168709;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;649496;26/01/2022 15:35;26/01/2022 15:35;26/01/2022 15:49;;70094;101
1;2168711;CADILLA;;26/01/2022 15:22;26/01/2022 15:22;CFO;C;8;OF34627;2168711;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184954;26/01/2022 15:22;26/01/2022 15:22;26/01/2022 15:22;;;104
1;2168709;ZF;457560;26/01/2022 15:49;27/01/2022 11:09;FAI;C;8;OF34621;2168709;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;649492;26/01/2022 15:22;26/01/2022 15:22;26/01/2022 15:49;;70094;101
1;2168711;CADILLA;;26/01/2022 15:22;26/01/2022 15:22;CFO;C;8;OF34627;2168711;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184948;26/01/2022 15:10;26/01/2022 15:10;26/01/2022 15:22;;;104
1;2168711;CADILLA;;26/01/2022 15:22;26/01/2022 15:22;CFO;C;8;OF34627;2168711;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184947;26/01/2022 15:10;26/01/2022 15:10;26/01/2022 15:22;;;104
1;2168711;CADILLA;;26/01/2022 15:22;26/01/2022 15:22;CFO;C;8;OF34627;2168711;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184950;26/01/2022 15:14;26/01/2022 15:14;26/01/2022 15:22;;;104
1;2168711;CADILLA;;26/01/2022 15:22;26/01/2022 15:22;CFO;C;8;OF34627;2168711;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184949;26/01/2022 15:14;26/01/2022 15:14;26/01/2022 15:22;;;104
1;2168711;CADILLA;;26/01/2022 15:22;26/01/2022 15:22;CFO;C;8;OF34627;2168711;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184952;26/01/2022 15:21;26/01/2022 15:21;26/01/2022 15:22;;;104
1;2168711;CADILLA;;26/01/2022 15:22;26/01/2022 15:22;CFO;C;8;OF34627;2168711;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184951;26/01/2022 15:21;26/01/2022 15:21;26/01/2022 15:22;;;104
1;2168711;CADILLA;;26/01/2022 15:22;26/01/2022 15:22;CFO;C;8;OF34627;2168711;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184953;26/01/2022 15:21;26/01/2022 15:21;26/01/2022 15:22;;;104
1;2168710;CADILLA;;26/01/2022 15:07;26/01/2022 15:07;CFO;C;8;OF34627;2168710;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184940;26/01/2022 15:00;26/01/2022 15:00;26/01/2022 15:07;;;104
1;2168710;CADILLA;;26/01/2022 15:07;26/01/2022 15:07;CFO;C;8;OF34627;2168710;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184939;26/01/2022 15:00;26/01/2022 15:00;26/01/2022 15:07;;;104
1;2168710;CADILLA;;26/01/2022 15:07;26/01/2022 15:07;CFO;C;8;OF34627;2168710;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184941;26/01/2022 15:00;26/01/2022 15:00;26/01/2022 15:07;;;104
1;2168710;CADILLA;;26/01/2022 15:07;26/01/2022 15:07;CFO;C;8;OF34627;2168710;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184942;26/01/2022 15:00;26/01/2022 15:00;26/01/2022 15:07;;;104
1;2168710;CADILLA;;26/01/2022 15:07;26/01/2022 15:07;CFO;C;8;OF34627;2168710;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184946;26/01/2022 15:07;26/01/2022 15:07;26/01/2022 15:07;;;104
1;2168710;CADILLA;;26/01/2022 15:07;26/01/2022 15:07;CFO;C;8;OF34627;2168710;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184944;26/01/2022 15:07;26/01/2022 15:07;26/01/2022 15:07;;;104
1;2168710;CADILLA;;26/01/2022 15:07;26/01/2022 15:07;CFO;C;8;OF34627;2168710;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184943;26/01/2022 15:07;26/01/2022 15:07;26/01/2022 15:07;;;104
1;2168710;CADILLA;;26/01/2022 15:07;26/01/2022 15:07;CFO;C;8;OF34627;2168710;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184945;26/01/2022 15:07;26/01/2022 15:07;26/01/2022 15:07;;;104
1;2168708;CADILLA;;26/01/2022 14:52;26/01/2022 14:52;CFO;C;8;OF34627;2168708;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184938;26/01/2022 14:52;26/01/2022 14:52;26/01/2022 14:52;;;104
1;2168708;CADILLA;;26/01/2022 14:52;26/01/2022 14:52;CFO;C;8;OF34627;2168708;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184937;26/01/2022 14:52;26/01/2022 14:52;26/01/2022 14:52;;;104
1;2168708;CADILLA;;26/01/2022 14:52;26/01/2022 14:52;CFO;C;8;OF34627;2168708;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184936;26/01/2022 14:52;26/01/2022 14:52;26/01/2022 14:52;;;104
1;2168707;ZF;457559;26/01/2022 14:44;27/01/2022 11:09;FAI;C;8;OF34621;2168707;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;649489;26/01/2022 14:44;26/01/2022 14:44;26/01/2022 14:44;;70094;101
1;2168707;ZF;457559;26/01/2022 14:44;27/01/2022 11:09;FAI;C;8;OF34621;2168707;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;649490;26/01/2022 14:44;26/01/2022 14:44;26/01/2022 14:44;;70094;101
1;2168708;CADILLA;;26/01/2022 14:52;26/01/2022 14:52;CFO;C;8;OF34627;2168708;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184935;26/01/2022 14:41;26/01/2022 14:41;26/01/2022 14:52;;;104
1;2168708;CADILLA;;26/01/2022 14:52;26/01/2022 14:52;CFO;C;8;OF34627;2168708;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184934;26/01/2022 14:41;26/01/2022 14:41;26/01/2022 14:52;;;104
1;2168707;ZF;457559;26/01/2022 14:44;27/01/2022 11:09;FAI;C;8;OF34621;2168707;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;649488;26/01/2022 14:39;26/01/2022 14:39;26/01/2022 14:44;;70094;101
1;2168708;CADILLA;;26/01/2022 14:52;26/01/2022 14:52;CFO;C;8;OF34627;2168708;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184931;26/01/2022 14:39;26/01/2022 14:39;26/01/2022 14:52;;;104
1;2168708;CADILLA;;26/01/2022 14:52;26/01/2022 14:52;CFO;C;8;OF34627;2168708;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184932;26/01/2022 14:39;26/01/2022 14:39;26/01/2022 14:52;;;104
1;2168708;CADILLA;;26/01/2022 14:52;26/01/2022 14:52;CFO;C;8;OF34627;2168708;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184933;26/01/2022 14:39;26/01/2022 14:39;26/01/2022 14:52;;;104
1;2168707;ZF;457559;26/01/2022 14:44;27/01/2022 11:09;FAI;C;8;OF34621;2168707;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;649484;26/01/2022 14:34;26/01/2022 14:34;26/01/2022 14:44;;70094;101
1;2168707;ZF;457559;26/01/2022 14:44;27/01/2022 11:09;FAI;C;8;OF34621;2168707;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;649485;26/01/2022 14:36;26/01/2022 14:36;26/01/2022 14:44;;70094;101
1;2168707;ZF;457559;26/01/2022 14:44;27/01/2022 11:09;FAI;C;8;OF34621;2168707;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;649486;26/01/2022 14:37;26/01/2022 14:37;26/01/2022 14:44;;70094;101
1;2168707;ZF;457559;26/01/2022 14:44;27/01/2022 11:09;FAI;C;8;OF34621;2168707;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;649487;26/01/2022 14:38;26/01/2022 14:38;26/01/2022 14:44;;70094;101
1;2168706;CADILLA;;26/01/2022 14:32;26/01/2022 14:32;CFO;C;8;OF34627;2168706;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184926;26/01/2022 14:29;26/01/2022 14:29;26/01/2022 14:32;;;104
1;2168706;CADILLA;;26/01/2022 14:32;26/01/2022 14:32;CFO;C;8;OF34627;2168706;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184925;26/01/2022 14:29;26/01/2022 14:29;26/01/2022 14:32;;;104
1;2168706;CADILLA;;26/01/2022 14:32;26/01/2022 14:32;CFO;C;8;OF34627;2168706;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184927;26/01/2022 14:29;26/01/2022 14:29;26/01/2022 14:32;;;104
1;2168706;CADILLA;;26/01/2022 14:32;26/01/2022 14:32;CFO;C;8;OF34627;2168706;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184929;26/01/2022 14:32;26/01/2022 14:32;26/01/2022 14:32;;;104
1;2168706;CADILLA;;26/01/2022 14:32;26/01/2022 14:32;CFO;C;8;OF34627;2168706;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184928;26/01/2022 14:32;26/01/2022 14:32;26/01/2022 14:32;;;104
1;2168706;CADILLA;;26/01/2022 14:32;26/01/2022 14:32;CFO;C;8;OF34627;2168706;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184930;26/01/2022 14:32;26/01/2022 14:32;26/01/2022 14:32;;;104
1;2168707;ZF;457559;26/01/2022 14:44;27/01/2022 11:09;FAI;C;8;OF34621;2168707;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;649483;26/01/2022 14:19;26/01/2022 14:19;26/01/2022 14:44;;70094;101
1;2168706;CADILLA;;26/01/2022 14:32;26/01/2022 14:32;CFO;C;8;OF34627;2168706;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184923;26/01/2022 14:17;26/01/2022 14:17;26/01/2022 14:32;;;104
1;2168706;CADILLA;;26/01/2022 14:32;26/01/2022 14:32;CFO;C;8;OF34627;2168706;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184924;26/01/2022 14:17;26/01/2022 14:17;26/01/2022 14:32;;;104
1;2168696;ZF;457558;26/01/2022 14:16;27/01/2022 11:09;FAI;C;8;OF34621;2168696;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;649480;26/01/2022 14:14;26/01/2022 14:14;26/01/2022 14:16;;70094;101
1;2168696;ZF;457558;26/01/2022 14:16;27/01/2022 11:09;FAI;C;8;OF34621;2168696;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;649481;26/01/2022 14:15;26/01/2022 14:15;26/01/2022 14:16;;70094;101
1;2168696;ZF;457558;26/01/2022 14:16;27/01/2022 11:09;FAI;C;8;OF34621;2168696;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;649482;26/01/2022 14:16;26/01/2022 14:16;26/01/2022 14:16;;70094;101
1;2168705;CADILLA;;26/01/2022 14:13;26/01/2022 14:13;CFO;C;8;OF34627;2168705;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184922;26/01/2022 14:13;26/01/2022 14:13;26/01/2022 14:13;;;104
1;2168696;ZF;457558;26/01/2022 14:16;27/01/2022 11:09;FAI;C;8;OF34621;2168696;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;649479;26/01/2022 14:12;26/01/2022 14:12;26/01/2022 14:16;;70094;101
1;2168705;CADILLA;;26/01/2022 14:13;26/01/2022 14:13;CFO;C;8;OF34627;2168705;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184919;26/01/2022 14:11;26/01/2022 14:11;26/01/2022 14:13;;;104
1;2168705;CADILLA;;26/01/2022 14:13;26/01/2022 14:13;CFO;C;8;OF34627;2168705;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184921;26/01/2022 14:12;26/01/2022 14:12;26/01/2022 14:13;;;104
1;2168696;ZF;457558;26/01/2022 14:16;27/01/2022 11:09;FAI;C;8;OF34621;2168696;10954B023;e;WANDLERGLOCKE 8HP65 PL 65 V242;;1 103 335 242;10954B023;WANDLERGLOCKE 8HP65 PL 65 V242;e;649478;26/01/2022 14:10;26/01/2022 14:10;26/01/2022 14:16;;70094;101
1;2168705;CADILLA;;26/01/2022 14:13;26/01/2022 14:13;CFO;C;8;OF34627;2168705;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184915;26/01/2022 14:07;26/01/2022 14:07;26/01/2022 14:13;;;104
1;2168705;CADILLA;;26/01/2022 14:13;26/01/2022 14:13;CFO;C;8;OF34627;2168705;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184920;26/01/2022 14:07;26/01/2022 14:07;26/01/2022 14:13;;;104
1;2168705;CADILLA;;26/01/2022 14:13;26/01/2022 14:13;CFO;C;8;OF34627;2168705;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184916;26/01/2022 14:07;26/01/2022 14:07;26/01/2022 14:13;;;104
1;2168705;CADILLA;;26/01/2022 14:13;26/01/2022 14:13;CFO;C;8;OF34627;2168705;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184917;26/01/2022 14:08;26/01/2022 14:08;26/01/2022 14:13;;;104
1;2168705;CADILLA;;26/01/2022 14:13;26/01/2022 14:13;CFO;C;8;OF34627;2168705;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184918;26/01/2022 14:10;26/01/2022 14:10;26/01/2022 14:13;;;104
1;2168695;CADILLA;;26/01/2022 13:52;26/01/2022 13:52;CFO;C;8;OF34627;2168695;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184902;26/01/2022 13:40;26/01/2022 13:40;26/01/2022 13:52;;;104
1;2168695;CADILLA;;26/01/2022 13:52;26/01/2022 13:52;CFO;C;8;OF34627;2168695;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184901;26/01/2022 13:40;26/01/2022 13:40;26/01/2022 13:52;;;104
1;2168695;CADILLA;;26/01/2022 13:52;26/01/2022 13:52;CFO;C;8;OF34627;2168695;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184904;26/01/2022 13:40;26/01/2022 13:40;26/01/2022 13:52;;;104
1;2168695;CADILLA;;26/01/2022 13:52;26/01/2022 13:52;CFO;C;8;OF34627;2168695;10956B018;H;WANDLERGLOCKE 8HP95 Variante 093;;1 104 335 093;10956B018;WANDLERGLOCKE 8HP95 Variante 093;E;184907;26/01/2022 13:41;26/01/2022 13:41;26/01/2022 13:52;;;104
